date,load
2016-02-10 00:00:00+00:00,20698.291666666668
2016-02-11 00:00:00+00:00,20804.625
2016-02-12 00:00:00+00:00,20937.75
2016-02-13 00:00:00+00:00,16336.875
2016-02-14 00:00:00+00:00,14116.25
2016-02-15 00:00:00+00:00,19831.25
2016-02-16 00:00:00+00:00,21304.416666666668
2016-02-17 00:00:00+00:00,21514.0
2016-02-18 00:00:00+00:00,20841.625
2016-02-19 00:00:00+00:00,20552.625
2016-02-20 00:00:00+00:00,15870.041666666666
2016-02-21 00:00:00+00:00,13161.625
2016-02-22 00:00:00+00:00,19538.458333333332
2016-02-23 00:00:00+00:00,20624.041666666668
2016-02-24 00:00:00+00:00,20716.416666666668
2016-02-25 00:00:00+00:00,20725.875
2016-02-26 00:00:00+00:00,20711.375
2016-02-27 00:00:00+00:00,16631.708333333332
2016-02-28 00:00:00+00:00,14122.0
2016-02-29 00:00:00+00:00,19803.291666666668
2016-03-01 00:00:00+00:00,20628.625
2016-03-02 00:00:00+00:00,20869.916666666668
2016-03-03 00:00:00+00:00,20929.958333333332
2016-03-04 00:00:00+00:00,20449.75
2016-03-05 00:00:00+00:00,16732.541666666668
2016-03-06 00:00:00+00:00,13737.625
2016-03-07 00:00:00+00:00,19969.416666666668
2016-03-08 00:00:00+00:00,21220.416666666668
2016-03-09 00:00:00+00:00,21257.208333333332
2016-03-10 00:00:00+00:00,20223.083333333332
2016-03-11 00:00:00+00:00,20268.125
2016-03-12 00:00:00+00:00,15252.0
2016-03-13 00:00:00+00:00,12979.875
2016-03-14 00:00:00+00:00,18898.625
2016-03-15 00:00:00+00:00,19967.125
2016-03-16 00:00:00+00:00,20698.041666666668
2016-03-17 00:00:00+00:00,19710.625
2016-03-18 00:00:00+00:00,19390.583333333332
2016-03-19 00:00:00+00:00,14898.791666666666
2016-03-20 00:00:00+00:00,12712.291666666666
2016-03-21 00:00:00+00:00,18336.583333333332
2016-03-22 00:00:00+00:00,19383.75
2016-03-23 00:00:00+00:00,19585.25
2016-03-24 00:00:00+00:00,19172.875
2016-03-25 00:00:00+00:00,18088.333333333332
2016-03-26 00:00:00+00:00,12735.625
2016-03-27 00:00:00+00:00,10452.875
2016-03-28 00:00:00+00:00,10797.291666666666
2016-03-29 00:00:00+00:00,17590.875
2016-03-30 00:00:00+00:00,19571.708333333332
2016-03-31 00:00:00+00:00,19580.208333333332
2016-04-01 00:00:00+00:00,19529.875
2016-04-02 00:00:00+00:00,14820.083333333334
2016-04-03 00:00:00+00:00,12391.916666666666
2016-04-04 00:00:00+00:00,18295.791666666668
2016-04-05 00:00:00+00:00,19014.791666666668
2016-04-06 00:00:00+00:00,19016.541666666668
2016-04-07 00:00:00+00:00,18879.5
2016-04-08 00:00:00+00:00,19222.375
2016-04-09 00:00:00+00:00,14608.958333333334
2016-04-10 00:00:00+00:00,12045.583333333334
2016-04-11 00:00:00+00:00,17778.041666666668
2016-04-12 00:00:00+00:00,18893.416666666668
2016-04-13 00:00:00+00:00,18966.708333333332
2016-04-14 00:00:00+00:00,18796.541666666668
2016-04-15 00:00:00+00:00,18519.041666666668
2016-04-16 00:00:00+00:00,14406.916666666666
2016-04-17 00:00:00+00:00,12181.208333333334
2016-04-18 00:00:00+00:00,17681.583333333332
2016-04-19 00:00:00+00:00,18583.833333333332
2016-04-20 00:00:00+00:00,17808.291666666668
2016-04-21 00:00:00+00:00,18561.625
2016-04-22 00:00:00+00:00,18305.0
2016-04-23 00:00:00+00:00,14135.958333333334
2016-04-24 00:00:00+00:00,11500.875
2016-04-25 00:00:00+00:00,10912.958333333334
2016-04-26 00:00:00+00:00,18050.416666666668
2016-04-27 00:00:00+00:00,18868.25
2016-04-28 00:00:00+00:00,18985.125
2016-04-29 00:00:00+00:00,18504.166666666668
2016-04-30 00:00:00+00:00,14993.875
2016-05-01 00:00:00+00:00,11000.125
2016-05-02 00:00:00+00:00,17585.041666666668
2016-05-03 00:00:00+00:00,18441.875
2016-05-04 00:00:00+00:00,18752.458333333332
2016-05-05 00:00:00+00:00,18756.583333333332
2016-05-06 00:00:00+00:00,18272.291666666668
2016-05-07 00:00:00+00:00,14189.708333333334
2016-05-08 00:00:00+00:00,11976.458333333334
2016-05-09 00:00:00+00:00,17887.833333333332
2016-05-10 00:00:00+00:00,19050.541666666668
2016-05-11 00:00:00+00:00,19608.375
2016-05-12 00:00:00+00:00,18993.083333333332
2016-05-13 00:00:00+00:00,18594.0
2016-05-14 00:00:00+00:00,14328.291666666666
2016-05-15 00:00:00+00:00,11830.416666666666
2016-05-16 00:00:00+00:00,17524.791666666668
2016-05-17 00:00:00+00:00,18248.208333333332
2016-05-18 00:00:00+00:00,18875.916666666668
2016-05-19 00:00:00+00:00,19491.666666666668
2016-05-20 00:00:00+00:00,18221.291666666668
2016-05-21 00:00:00+00:00,13914.916666666666
2016-05-22 00:00:00+00:00,11884.166666666666
2016-05-23 00:00:00+00:00,17920.916666666668
2016-05-24 00:00:00+00:00,18148.416666666668
2016-05-25 00:00:00+00:00,18459.541666666668
2016-05-26 00:00:00+00:00,18651.875
2016-05-27 00:00:00+00:00,18896.958333333332
2016-05-28 00:00:00+00:00,14886.416666666666
2016-05-29 00:00:00+00:00,12782.5
2016-05-30 00:00:00+00:00,18213.291666666668
2016-05-31 00:00:00+00:00,18925.958333333332
2016-06-01 00:00:00+00:00,18502.5
2016-06-02 00:00:00+00:00,12331.791666666666
2016-06-03 00:00:00+00:00,14978.791666666666
2016-06-04 00:00:00+00:00,13563.333333333334
2016-06-05 00:00:00+00:00,11758.375
2016-06-06 00:00:00+00:00,17967.458333333332
2016-06-07 00:00:00+00:00,19490.916666666668
2016-06-08 00:00:00+00:00,19865.5
2016-06-09 00:00:00+00:00,18660.208333333332
2016-06-10 00:00:00+00:00,18949.5
2016-06-11 00:00:00+00:00,15138.666666666666
2016-06-12 00:00:00+00:00,12531.416666666666
2016-06-13 00:00:00+00:00,18674.791666666668
2016-06-14 00:00:00+00:00,19727.458333333332
2016-06-15 00:00:00+00:00,19663.666666666668
2016-06-16 00:00:00+00:00,20044.208333333332
2016-06-17 00:00:00+00:00,19045.208333333332
2016-06-18 00:00:00+00:00,15150.291666666666
2016-06-19 00:00:00+00:00,12497.041666666666
2016-06-20 00:00:00+00:00,18496.583333333332
2016-06-21 00:00:00+00:00,20124.583333333332
2016-06-22 00:00:00+00:00,20858.625
2016-06-23 00:00:00+00:00,21735.375
2016-06-24 00:00:00+00:00,21998.041666666668
2016-06-25 00:00:00+00:00,17796.041666666668
2016-06-26 00:00:00+00:00,14859.541666666666
2016-06-27 00:00:00+00:00,20384.375
2016-06-28 00:00:00+00:00,21564.458333333332
2016-06-29 00:00:00+00:00,22052.083333333332
2016-06-30 00:00:00+00:00,22443.75
2016-07-01 00:00:00+00:00,21780.916666666668
2016-07-02 00:00:00+00:00,17188.958333333332
2016-07-03 00:00:00+00:00,14599.541666666666
2016-07-04 00:00:00+00:00,21044.666666666668
2016-07-05 00:00:00+00:00,22159.666666666668
2016-07-06 00:00:00+00:00,22303.458333333332
2016-07-07 00:00:00+00:00,22830.166666666668
2016-07-08 00:00:00+00:00,22712.5
2016-07-09 00:00:00+00:00,17960.541666666668
2016-07-10 00:00:00+00:00,15942.166666666666
2016-07-11 00:00:00+00:00,19396.583333333332
2016-07-12 00:00:00+00:00,23648.375
2016-07-13 00:00:00+00:00,22877.291666666668
2016-07-14 00:00:00+00:00,21008.125
2016-07-15 00:00:00+00:00,20301.333333333332
2016-07-16 00:00:00+00:00,15395.041666666666
2016-07-17 00:00:00+00:00,13257.125
2016-07-18 00:00:00+00:00,20799.375
2016-07-19 00:00:00+00:00,22014.916666666668
2016-07-20 00:00:00+00:00,23140.541666666668
2016-07-21 00:00:00+00:00,23356.625
2016-07-22 00:00:00+00:00,22566.375
2016-07-23 00:00:00+00:00,17209.083333333332
2016-07-24 00:00:00+00:00,14085.416666666666
2016-07-25 00:00:00+00:00,21422.416666666668
2016-07-26 00:00:00+00:00,22795.75
2016-07-27 00:00:00+00:00,22498.416666666668
2016-07-28 00:00:00+00:00,21465.25
2016-07-29 00:00:00+00:00,21352.083333333332
2016-07-30 00:00:00+00:00,17120.958333333332
2016-07-31 00:00:00+00:00,13890.208333333334
2016-08-01 00:00:00+00:00,18575.833333333332
2016-08-02 00:00:00+00:00,19146.458333333332
2016-08-03 00:00:00+00:00,19296.0
2016-08-04 00:00:00+00:00,18958.625
